a1,a2,a3,a4,a5,a6,a7,n1,n2,t_half_Lead,v_max_Lead,t_half_Lagg,v_max_Lagg,LeadRecruitError,LaggRecruitError,CytoError,LeadRecoveryError,LaggRecoveryError,mmh
0.6057780529,0.6549762135,5.352706104,2.86678849,0.223956878,0.01009360517,0.009393065876,1.079808569,1.53771372,12.79303505,1.219345342,11.68015625,1.254165384,0.07496453362,0.1209425914,0.2236973244,1.483877841,1.145228827,1
0.4883012749,0.6471278989,1.019626001,7.035939732,11.40805541,0.001633116919,8.70E-14,1.149320896,1.078653813,17.52519035,1.344704921,11.88808419,1.211513121,0.23493413,0.08074114755,0.2945785077,1.111602998,0.9565432617,1
0.5844346601,0.5840859154,0.7502034225,1.983948812,1121376542929,0.002297835471,6.61E-14,1.087269056,1.003203824,13.79716423,1.264286953,12.27545137,1.150931825,0.07053835304,0.1178541244,0.1259676297,1.414609663,1.559725141,1
0.6429753644,0.6454034733,10.00641398,2.945425765,0.1787560923,0.002259839288,1.64E-11,1.058202312,1.719545381,11.59113968,1.171086267,10.44441038,1.137196912,0.2010602901,0.1570951162,0.2970872889,1.630721424,1.194831242,1
0.6790016257,0.5096473644,1.812231783,165938.8635,0.3827199736,0.007925405367,6.99E-03,1.048785492,1.298826,11.82309647,1.250289532,15.08772652,1.235624229,0.2198828627,0.222074403,0.1765736644,2.309820565,1.821775215,1
0.7328148096,0.5706407397,4.164582852,14.26004548,0.2112435008,0.002025816187,2.13E-05,1.023829715,1.488109447,10.06837304,1.137533226,11.96157828,1.113297132,0.2000221179,0.1724384966,0.2754835748,2.061587091,1.920764128,1
0.6891500716,0.6049003593,0.7616827172,144323331842,24448010661,0.002399769886,3.47E-05,1.044977692,0.9972472331,11.54857316,1.223227917,11.78010975,1.138351139,0.07105907091,0.1337705337,0.1575652664,2.115381698,1.507561568,1
0.5782539352,0.5096470886,1.152468642,1.02E+12,0.5069558058,0.0129391292,1.30E-02,1.100479792,1.154269058,14.40560748,1.284452714,14.08559881,1.169252995,0.1982561318,0.1222752,0.1773424815,1.348448493,2.261063407,1
0.6566344898,0.5733135982,0.7869059156,89797668735,508.7446162,0.002366290463,3.48E-21,1.062154788,1.02748987,12.12401301,1.22511938,13.04062983,1.20213603,0.1722416479,0.170913874,0.1740453062,1.81506077,1.250616126,1
0.7229054708,0.9821199529,1.338260365,1483547226,33.02144453,0.004598840529,0.002399921516,1.02822359,1.031506937,10.72891472,1.193382092,7.400448862,1.120505668,0.1308513273,0.1971713161,0.1706474536,2.252058164,2.345134878,1
0.3853898589,0.5269962773,0.6583710459,0.4574723015,3858141331,0.006907828651,0.005572158324,1.179254493,0.9903491144,20.7791948,1.34106428,13.41670127,1.140647734,0.09345572038,0.1445371139,0.1622690963,1.990681896,2.32313938,1
0.5423250478,0.4704388627,0.6985485565,1.187357741,367958572214,0.00243510457,2.16E-05,1.103099623,1.052198166,14.95353561,1.304157768,16.00531995,1.222993218,0.185388802,0.08230562627,0.1759514643,1.326017251,2.529413773,1
0.4548228467,0.4451422491,51.93521464,0.8096817857,0.1238760894,0.01860063387,2.02E-02,1.150992653,2.305476066,17.22842047,1.275552503,14.82361026,1.315103597,0.05596013748,0.323788931,0.2531291008,1.42002279,0.9881439728,1
0.6615668163,0.5904596057,0.8187642215,752146237045739,383.9442648,0.002123079722,0.0001062828365,1.057258224,1.03076845,11.97023905,1.225122828,12.38182849,1.168680063,0.08413135028,0.0837355693,0.1501491185,1.895306111,1.382866552,1
0.7190749347,0.5167631138,1.297567878,35430490136651,0.5732119726,0.001710069857,6.18E-07,1.028674521,1.19614132,10.42438385,1.170569115,14.33682739,1.192786717,0.1936580207,0.1369313593,0.2478678267,2.176581672,2.031238005,1
0.6354101517,0.6063719722,0.7360139045,6.51E+16,10390858423,0.002227113072,1.11E-17,1.070809293,0.9843061156,12.91992091,1.26244925,11.60850496,1.126316664,0.1097450819,0.1764362519,0.1492599657,1.816318312,1.590756041,1
0.3598651139,0.6019642173,1.013042123,0.4669876578,1.886566288,0.01270991706,0.01263179515,1.203767036,1.087856672,22.78008504,1.373964636,12.55590512,1.205669135,0.1053110157,0.1341302011,0.1415477213,2.423705747,1.03199671,1
0.6770194217,0.5599165644,0.7261204526,13.84776343,23220037489,0.002474521355,0.0001669526458,1.049255555,1.00552707,11.64594743,1.216585729,12.90902587,1.163236071,0.08505544398,0.1092045225,0.1325504745,1.973854,1.680636991,1
0.6855913866,0.3499195318,37.47204061,3017210749,1.32E-01,0.03783168718,0.0425899072,1.047276777,2.286702821,10.84819611,1.159157654,19.42547704,1.434913745,0.1033624329,0.2215929028,0.3194957494,1.857020615,1.643723008,1
0.6877299895,0.5864407855,0.8412018206,6.194338427,5.374667897,0.002779693667,2.60E-04,1.040580193,1.037472,11.33573734,1.213269811,12.47001721,1.172253203,0.1838657687,0.1329450551,0.1380161651,2.116166651,1.375994171,1
0.4773413056,0.4944014771,0.6770611932,0.7899751902,5786642950,0.002490992466,0.0003297383852,1.135705225,1.021113953,16.74912886,1.285446763,14.91669649,1.20711659,0.1209756721,0.1911812183,0.1439261047,1.296872471,2.152029011,1
0.6654960771,0.5197246184,0.8204274951,4.003885047,2.857695527,0.002465298055,3.11E-11,1.051561208,1.06566255,11.62162167,1.204743927,14.52466873,1.226884669,0.129161889,0.1941931394,0.1309499134,1.885982309,1.636140046,1
0.5633301855,0.6371300714,0.8886561988,1.351110509,35181490544699,0.005655832227,0.00416339074,1.094751995,1.036529317,14.2128994,1.266120943,11.53559705,1.160622993,0.06921851273,0.1104212683,0.1411439661,1.313040597,1.19123571,1
0.4350340635,0.5881639188,0.7201900566,0.6689255171,77.81692676,0.002297515082,1.47E-16,1.158632136,0.9860210249,19.05995595,1.35358333,11.90375847,1.124285781,0.06602915642,0.1735464835,0.1403819089,1.297890848,1.736089111,1
0.4667461146,0.5875401255,1.170397218,0.7705352222,0.7084701376,0.002038134999,6.25E-07,1.140189216,1.127192421,17.4851741,1.325061318,12.08929207,1.137614026,0.08102902219,0.1772656322,0.1343406974,1.1999468,1.646414928,1
0.7538635068,0.7935537582,1.039008042,33.00055809,13.02882924,0.004265556466,0.00231976248,1.014573446,1.012995082,10.00223116,1.161718157,9.003138119,1.114251626,0.1713089326,0.1387101766,0.2188782165,2.319596164,1.510641856,1
0.3939677459,0.6321139537,0.8680163076,0.6374726999,186.5588958,0.006335922735,0.004851647078,1.187053711,1.029290153,21.59789129,1.411262981,11.56802661,1.165956105,0.0848152433,0.1073487946,0.1518769223,1.589324193,1.146485172,1
0.4731110871,0.5837212066,0.8880415758,0.6331593136,1.61E+15,0.003945062434,2.19E-03,1.132668145,1.065421743,16.52669992,1.267544802,13.03521898,1.207013922,0.1229733615,0.1095417406,0.1423197319,1.357303024,1.187312504,1
0.477259642,0.490662166,0.6690456875,0.7356881228,1501673087,0.002471654197,1.10E-05,1.132054327,1.022951168,17.03434581,1.326974604,14.84021441,1.180936474,0.1713160087,0.111786838,0.1415048772,1.135725709,2.522106623,1
0.369178286,0.361205566,20.0585303,0.5342683191,0.1416644402,0.01564979435,0.01638703454,1.201563329,2.091086682,21.74731998,1.35333534,20.51054214,1.436874703,0.05137015513,0.2001095451,0.2392435052,2.24235847,2.056423827,1
0.3713252472,0.5601388422,1.218741804,0.4451321017,0.5305341531,0.005327332316,0.003703812287,1.191413045,1.145558002,21.85324835,1.360482378,12.56277495,1.132003818,0.06603628657,0.17463886,0.1967028,2.210461361,1.946412928,1
0.5128946163,0.7155940394,2.732923062,1.013663247,0.3357746021,0.009687939265,9.23E-03,1.117734694,1.317305117,15.437266,1.260677224,10.21600401,1.16675217,0.0802904845,0.08151699613,0.1871296594,1.255321132,1.236589152,1
0.6726067938,0.6430427312,0.8511512394,26.26384095,208593477994240,0.008054068667,0.006907343435,1.051862594,1.015733416,11.78361382,1.220454428,11.32128868,1.155156424,0.09146358313,0.1113453662,0.130123697,1.941908925,1.197481097,1
0.397759333,0.3698883071,19.00635827,0.6871399148,0.1414181914,0.01827740641,0.01948917514,1.187378671,2.066330665,20.65316892,1.362265344,19.30632744,1.362757627,0.08182312089,0.2000299221,0.2293394636,1.713059639,2.37221324,1
0.4595091104,0.4755857335,0.6537653839,0.7123167491,4.126790193,0.002489467575,1.96E-04,1.1449735,1.016385258,17.60282478,1.307276088,15.26592493,1.188747221,0.09650040526,0.1378799085,0.1311964287,1.304232844,2.638732057,1
0.4593773718,0.591733038,0.7578528052,0.71099559,7.69E+08,0.008102237979,7.02E-03,1.142621909,1.002354927,17.80455521,1.329202256,11.9959892,1.135702508,0.07771235517,0.1452987348,0.1318849929,1.220835549,1.6295961,1
0.4593325616,0.8258195776,1.049135611,0.6934864162,32.29696115,0.002480900915,3.82E-05,1.142589567,1.004769021,17.81462139,1.327510701,8.492011954,1.099599756,0.07123321805,0.1938707731,0.1711254726,1.22992126,1.696291958,1
0.596088486,0.8238046669,2.071897147,1.043347204,0.4916096307,0.002935356534,0.0005947769309,1.070467831,1.196762893,12.58762255,1.184660437,8.690359051,1.124133395,0.1721677426,0.1666455428,0.246320926,1.440400461,1.692744297,1
0.3645115308,0.629579491,1.228993111,0.5848995118,0.9641704857,0.02259709597,0.02438504648,1.20841405,1.130437652,23.70124673,1.441134285,12.07883088,1.205375618,0.09988818474,0.07162047428,0.1467354694,2.100049851,0.9655456274,1
0.4032621918,0.6606509603,0.8970825521,0.5585605634,3.46E+10,0.01527164044,1.56E-02,1.172944747,1.025994709,20.58555893,1.385513328,10.92027259,1.137835264,0.1570819721,0.139155377,0.1324954376,1.47369712,1.282337912,1
0.5626227458,0.7486361694,0.9856735018,0.9397228251,4.569413694,0.002268325372,8.89E-07,1.084833564,1.009124327,13.69733862,1.226235253,9.237632209,1.091752743,0.1434720927,0.209517804,0.233078657,1.295229025,1.489199804,1
0.7142624536,0.6865637978,0.8530153769,14138962230488,21307774870,0.002895024863,0.0001453632523,1.032789676,0.9932878972,11.09758136,1.216848194,10.3259947,1.128756419,0.1336666546,0.1848107863,0.1801329338,2.312050853,1.252184235,1
0.372123934,0.550144569,0.7632608565,0.4935001947,15170027437669,0.01745321268,0.0181829726,1.196040671,1.030507936,22.33732102,1.387356184,13.52310688,1.193426249,0.0791365261,0.08010777074,0.1315958589,2.121458071,1.574412646,1
0.7226664568,0.5292973183,0.6000638368,27.60287464,1246737939,0.002418253614,4.16E-13,1.02801158,0.9530150948,10.74367216,1.189415796,13.1510377,1.125097701,0.1118512702,0.1763727884,0.20067225,2.202840441,2.418888523,1
0.4946782397,0.4757704256,0.6866787979,0.9853761615,2.60E+18,0.001836589791,3.02E-12,1.128554309,1.040173023,16.30116552,1.291909419,15.59359431,1.207291523,0.08811912781,0.06965575869,0.2129402575,1.209575032,2.535165086,1
0.4180238793,0.5101735222,0.6321451618,0.604468106,2169356804561,0.002825700639,0.0006579037296,1.167170023,0.9869737085,19.72731957,1.357950931,13.86869813,1.149001188,0.0595701991,0.1373296702,0.1206971864,1.431314474,2.460009683,1
0.7750904097,0.5764420267,0.6878512962,15281258365739,56500.77499,0.006150484776,0.004176934111,1.005859087,0.9738845523,9.746530922,1.161779738,12.32427601,1.138953196,0.1755767859,0.1569402886,0.2466912026,2.470165215,1.72727752,1
0.5189693173,0.5039782838,0.6823140343,1.080454805,67677336480635,0.008204382012,0.007087614974,1.11605617,1.01990487,15.8019402,1.304935848,14.54090631,1.187789859,0.05935284949,0.08219078752,0.1300814718,1.152644899,2.23505949,1
0.5117047167,0.7499692043,1.105675226,1.084239562,2.58E+28,0.00221280493,4.41E-09,1.121562857,1.058930108,15.89369291,1.296674992,10.08442394,1.180545599,0.08075780906,0.08575176107,0.1720542606,1.147418051,1.343338018,1
0.4554997728,0.6054066934,0.8214319966,0.6969189562,855878983637,0.009528829133,0.008661878394,1.145923683,1.02392643,17.87587953,1.321846883,12.06514573,1.165770332,0.0615894942,0.08951994046,0.1223610847,1.270996745,1.280675167,1
0.4774128226,0.6233323842,1.316834278,2.3068759,0.7327390191,0.01833104798,0.01973452865,1.150286013,1.1501863,18.01643427,1.358088617,11.99872519,1.189666597,0.1976358858,0.0728059083,0.1800660744,1.108192157,1.03961396,1
0.7647636482,0.6091255258,0.8729682805,8345324111,2.839703762,0.002532116166,0.0001107591061,1.010801315,1.035060546,9.848183722,1.162862581,11.86165203,1.148767042,0.1817379669,0.100901565,0.1974608582,2.421945638,1.40796986,1
0.3729544907,0.6825970431,2.615159788,0.3766920016,0.3420464448,0.01193096307,0.01222499397,1.180445679,1.320812769,20.25167551,1.264335946,11.18853413,1.19055635,0.1723041078,0.2057120017,0.1780268943,2.607840078,1.041306254,1
0.4149449633,0.5087427015,0.6892484919,0.5678051306,2945301039,0.002377152624,1.34E-15,1.166516395,1.019460493,19.61613519,1.352315166,14.29259138,1.18181893,0.09556982651,0.08620335645,0.1327816894,1.447093058,2.181873551,1
0.5239732409,0.7764710057,0.97545641,1.0179355,60769606125,0.002598460131,0.0003765001098,1.112298216,1.00086592,15.47749663,1.282393226,9.070322301,1.107177989,0.08265245773,0.1807663776,0.1756999472,1.162520816,1.47536428,1
0.6029122427,0.4023097229,11.24044595,3.095568769,0.1542574676,0.008593850251,0.007937192976,1.081165978,1.884432362,12.82055476,1.215988933,17.45261487,1.257858103,0.07109512017,0.1605786126,0.2225000155,1.456452147,2.843541527,1
0.5283035286,0.7084698601,0.9014349837,1.165519665,7.938097006,0.005136369077,0.003413756559,1.110616644,0.9986982359,15.48373157,1.29208978,9.827978553,1.107564229,0.07105720411,0.1983922067,0.1462486077,1.162449766,1.381438972,1
0.7328899164,0.6514316803,0.7766676646,90129115482,375734765260,0.01436276169,1.42E-02,1.024261486,0.9761247751,10.66864453,1.192837494,10.87808115,1.124015677,0.1051875076,0.1685762242,0.2328578398,2.273757004,1.410557314,1
0.5986976864,0.631147134,0.8848670533,36799108903996,8.804206264,0.01448664425,0.01543070763,1.088272281,1.034039432,13.665529,1.261401028,11.50440945,1.148351377,0.1637001085,0.1507743649,0.1414310933,1.4328161,1.305109223,1
0.6017002963,0.4546586316,2.367004933,2.287446213,0.2710954992,0.003282392631,0.001319834914,1.078984597,1.396859567,13.02691499,1.23500704,16.25196811,1.234755416,0.08376329887,0.0666593226,0.1717969136,1.494090032,2.498891425,1
0.3553397444,0.5372591251,0.639012041,0.4781419221,1108076051,0.002440333956,0.000183033599,1.204395362,0.9716348089,23.66737176,1.431037624,12.84116842,1.117606799,0.1298984465,0.1985912685,0.1432292349,2.190483375,2.354967679,1
