   0.0000000e+00   3.2307062e+00   3.4013470e+00   3.0654569e+00   2.8099564e+00   3.0518347e+00   3.7298419e+00   3.4394586e+00   3.2692278e+00   3.0821183e+00   2.1592336e+00   2.8770230e+00   2.3189543e+00   2.3806583e+00   2.1129003e+00   2.1599613e+00   2.5819443e+00   2.4089490e+00   2.6199188e+00   2.3455347e+00
   3.2307062e+00   0.0000000e+00   1.7868516e-01   1.7029603e-01   4.2763847e-01   2.0345713e-01   5.0607288e-01   2.2034675e-01   6.3326926e-02   1.5041115e-01   1.2230905e+00   6.0272486e-01   1.0518374e+00   9.9575305e-01   1.2522632e+00   1.2131211e+00   8.2890759e-01   9.7490076e-01   7.9035197e-01   1.0469369e+00
   3.4013470e+00   1.7868516e-01   0.0000000e+00   3.3902075e-01   5.9706861e-01   3.5547878e-01   3.4579657e-01   8.0926738e-02   1.3565371e-01   3.2419056e-01   1.3814009e+00   7.2278725e-01   1.2094261e+00   1.1516703e+00   1.4092626e+00   1.3682020e+00   9.7764244e-01   1.1261937e+00   9.3586795e-01   1.1978493e+00
   3.0654569e+00   1.7029603e-01   3.3902075e-01   0.0000000e+00   2.7225642e-01   9.0242412e-02   6.7433223e-01   3.7854925e-01   2.0967975e-01   5.6805682e-02   1.0760995e+00   5.0855897e-01   9.0638237e-01   8.5239748e-01   1.0975785e+00   1.0599495e+00   6.9751451e-01   8.3037901e-01   6.5985525e-01   9.0215017e-01
   2.8099564e+00   4.2763847e-01   5.9706861e-01   2.7225642e-01   0.0000000e+00   2.5990443e-01   9.2187296e-01   6.4107130e-01   4.6431725e-01   2.7929513e-01   8.4304803e-01   4.6528695e-01   6.9086061e-01   6.4690354e-01   8.7410410e-01   8.4081827e-01   5.3917077e-01   6.3338381e-01   5.1285746e-01   6.9284368e-01
   3.0518347e+00   2.0345713e-01   3.5547878e-01   9.0242412e-02   2.5990443e-01   0.0000000e+00   6.9114282e-01   3.9860802e-01   2.3049867e-01   1.0054236e-01   1.0609244e+00   5.0885245e-01   8.9531455e-01   8.4343444e-01   1.0820499e+00   1.0409191e+00   6.9456729e-01   8.1739317e-01   6.5638800e-01   8.8435622e-01
   3.7298419e+00   5.0607288e-01   3.4579657e-01   6.7433223e-01   9.2187296e-01   6.9114282e-01   0.0000000e+00   3.2558923e-01   4.7062478e-01   6.5097958e-01   1.6890568e+00   1.0068754e+00   1.5185506e+00   1.4595477e+00   1.7300253e+00   1.6887898e+00   1.2794559e+00   1.4385514e+00   1.2391633e+00   1.5095182e+00
   3.4394586e+00   2.2034675e-01   8.0926738e-02   3.7854925e-01   6.4107130e-01   3.9860802e-01   3.2558923e-01   0.0000000e+00   1.8847687e-01   3.6759551e-01   1.4213315e+00   7.5398995e-01   1.2468752e+00   1.1893092e+00   1.4467470e+00   1.4040338e+00   1.0083662e+00   1.1629194e+00   9.6834890e-01   1.2355048e+00
   3.2692278e+00   6.3326926e-02   1.3565371e-01   2.0967975e-01   4.6431725e-01   2.3049867e-01   4.7062478e-01   1.8847687e-01   0.0000000e+00   1.9384525e-01   1.2560213e+00   6.2515584e-01   1.0868793e+00   1.0302768e+00   1.2851168e+00   1.2457850e+00   8.6269466e-01   1.0064719e+00   8.2244661e-01   1.0764777e+00
   3.0821183e+00   1.5041115e-01   3.2419056e-01   5.6805682e-02   2.7929513e-01   1.0054236e-01   6.5097958e-01   3.6759551e-01   1.9384525e-01   0.0000000e+00   1.0860894e+00   5.2035282e-01   9.1864876e-01   8.6462531e-01   1.1155146e+00   1.0780230e+00   7.1133572e-01   8.4630198e-01   6.7497167e-01   9.1643668e-01
   2.1592336e+00   1.2230905e+00   1.3814009e+00   1.0760995e+00   8.4304803e-01   1.0609244e+00   1.6890568e+00   1.4213315e+00   1.2560213e+00   1.0860894e+00   0.0000000e+00   7.6415718e-01   2.4057667e-01   2.8995506e-01   2.1899221e-01   2.4434646e-01   4.8406802e-01   3.2684315e-01   5.2379068e-01   2.5477055e-01
   2.8770230e+00   6.0272486e-01   7.2278725e-01   5.0855897e-01   4.6528695e-01   5.0885245e-01   1.0068754e+00   7.5398995e-01   6.2515584e-01   5.2035282e-01   7.6415718e-01   0.0000000e+00   5.7420890e-01   5.1055134e-01   7.8079664e-01   7.4272797e-01   3.1834080e-01   4.7878282e-01   2.6511407e-01   5.5846794e-01
   2.3189543e+00   1.0518374e+00   1.2094261e+00   9.0638237e-01   6.9086061e-01   8.9531455e-01   1.5185506e+00   1.2468752e+00   1.0868793e+00   9.1864876e-01   2.4057667e-01   5.7420890e-01   0.0000000e+00   8.5523977e-02   2.5086114e-01   2.3082906e-01   2.9609174e-01   1.3293560e-01   3.2075512e-01   1.6048789e-01
   2.3806583e+00   9.9575305e-01   1.1516703e+00   8.5239748e-01   6.4690354e-01   8.4343444e-01   1.4595477e+00   1.1893092e+00   1.0302768e+00   8.6462531e-01   2.8995506e-01   5.1055134e-01   8.5523977e-02   0.0000000e+00   3.0365020e-01   2.8304501e-01   2.3592659e-01   1.0218621e-01   2.5677539e-01   1.6109025e-01
   2.1129003e+00   1.2522632e+00   1.4092626e+00   1.0975785e+00   8.7410410e-01   1.0820499e+00   1.7300253e+00   1.4467470e+00   1.2851168e+00   1.1155146e+00   2.1899221e-01   7.8079664e-01   2.5086114e-01   3.0365020e-01   0.0000000e+00   9.0310767e-02   5.0034837e-01   3.0866416e-01   5.2756872e-01   2.6103647e-01
   2.1599613e+00   1.2131211e+00   1.3682020e+00   1.0599495e+00   8.4081827e-01   1.0409191e+00   1.6887898e+00   1.4040338e+00   1.2457850e+00   1.0780230e+00   2.4434646e-01   7.4272797e-01   2.3082906e-01   2.8304501e-01   9.0310767e-02   0.0000000e+00   4.6919020e-01   2.7623780e-01   4.9219243e-01   2.3993125e-01
   2.5819443e+00   8.2890759e-01   9.7764244e-01   6.9751451e-01   5.3917077e-01   6.9456729e-01   1.2794559e+00   1.0083662e+00   8.6269466e-01   7.1133572e-01   4.8406802e-01   3.1834080e-01   2.9609174e-01   2.3592659e-01   5.0034837e-01   4.6919020e-01   0.0000000e+00   2.2306607e-01   9.0484871e-02   2.8754241e-01
   2.4089490e+00   9.7490076e-01   1.1261937e+00   8.3037901e-01   6.3338381e-01   8.1739317e-01   1.4385514e+00   1.1629194e+00   1.0064719e+00   8.4630198e-01   3.2684315e-01   4.7878282e-01   1.3293560e-01   1.0218621e-01   3.0866416e-01   2.7623780e-01   2.2306607e-01   0.0000000e+00   2.3186233e-01   1.4211631e-01
   2.6199188e+00   7.9035197e-01   9.3586795e-01   6.5985525e-01   5.1285746e-01   6.5638800e-01   1.2391633e+00   9.6834890e-01   8.2244661e-01   6.7497167e-01   5.2379068e-01   2.6511407e-01   3.2075512e-01   2.5677539e-01   5.2756872e-01   4.9219243e-01   9.0484871e-02   2.3186233e-01   0.0000000e+00   3.2418189e-01
   2.3455347e+00   1.0469369e+00   1.1978493e+00   9.0215017e-01   6.9284368e-01   8.8435622e-01   1.5095182e+00   1.2355048e+00   1.0764777e+00   9.1643668e-01   2.5477055e-01   5.5846794e-01   1.6048789e-01   1.6109025e-01   2.6103647e-01   2.3993125e-01   2.8754241e-01   1.4211631e-01   3.2418189e-01   0.0000000e+00
