   0.0000000e+00   9.1733816e-06   1.7173004e-05   1.6630495e-05   5.3096086e-05   2.7246704e-05   3.3164537e-05   4.3716726e-05   2.9680118e-05   2.3549601e-05   1.8402786e-05   3.0334591e-05   4.1847168e-05   2.4170563e-05   1.7734660e-04   8.6278654e-06   2.9541271e-05   1.5333447e-05   1.8781676e-05   3.4175764e-05
   9.1733816e-06   0.0000000e+00   1.5774948e-05   1.4584542e-05   5.8445797e-05   2.2236744e-05   2.7876961e-05   4.8611955e-05   2.4432156e-05   2.2005390e-05   1.8213867e-05   3.4884482e-05   4.7131680e-05   2.1286993e-05   1.8265214e-04   1.1903659e-05   2.4661964e-05   1.5959426e-05   1.5308888e-05   2.9216849e-05
   1.7173004e-05   1.5774948e-05   0.0000000e+00   1.7402755e-05   6.2410554e-05   1.9437472e-05   2.7085823e-05   5.1337845e-05   2.2501329e-05   2.7895928e-05   2.4352612e-05   4.0018429e-05   5.2370157e-05   2.5593154e-05   1.8713298e-04   1.6839997e-05   2.4740645e-05   2.1445902e-05   1.9177645e-05   2.9835942e-05
   1.6630495e-05   1.4584542e-05   1.7402755e-05   0.0000000e+00   5.9107868e-05   2.0350476e-05   2.5495209e-05   5.1263184e-05   2.2425023e-05   1.4448794e-05   1.5075338e-05   3.4480731e-05   4.7980824e-05   1.5030036e-05   1.8137535e-04   1.5124192e-05   2.2236908e-05   1.0444203e-05   1.2202908e-05   2.6344157e-05
   5.3096086e-05   5.8445797e-05   6.2410554e-05   5.9107868e-05   0.0000000e+00   7.7346070e-05   8.3247685e-05   2.5879595e-05   7.9883726e-05   6.2726950e-05   5.7736977e-05   3.2026496e-05   2.8399433e-05   6.7814306e-05   1.2759171e-04   5.1071046e-05   7.9553483e-05   5.3768470e-05   6.6480047e-05   8.4007669e-05
   2.7246704e-05   2.2236744e-05   1.9437472e-05   2.0350476e-05   7.7346070e-05   0.0000000e+00   8.4115833e-06   6.6377396e-05   3.4302830e-06   2.5413870e-05   2.6715345e-05   5.1587665e-05   6.4607146e-05   1.9365317e-05   2.0052325e-04   2.8119018e-05   8.0682977e-06   2.6849236e-05   1.5137599e-05   1.1941061e-05
   3.3164537e-05   2.7876961e-05   2.7085823e-05   2.5495209e-05   8.3247685e-05   8.4115833e-06   0.0000000e+00   7.2397370e-05   5.5074967e-06   2.7684727e-05   3.0284711e-05   5.6718961e-05   6.9714883e-05   2.1028190e-05   2.0551002e-04   3.4201495e-05   6.4203451e-06   3.1301170e-05   1.8722495e-05   6.3140962e-06
   4.3716726e-05   4.8611955e-05   5.1337845e-05   5.1263184e-05   2.5879595e-05   6.6377396e-05   7.2397370e-05   0.0000000e+00   6.8958978e-05   5.4603934e-05   4.6692033e-05   2.2781764e-05   1.9558892e-05   5.7691069e-05   1.4197523e-04   4.0016131e-05   6.8584294e-05   4.5020700e-05   5.5631700e-05   7.3183621e-05
   2.9680118e-05   2.4432156e-05   2.2501329e-05   2.2425023e-05   7.9883726e-05   3.4302830e-06   5.5074967e-06   6.8958978e-05   0.0000000e+00   2.6439773e-05   2.8217166e-05   5.3816854e-05   6.6835666e-05   1.9928037e-05   2.0275488e-04   3.0617173e-05   6.5236099e-06   2.8803644e-05   1.6460502e-05   9.4715607e-06
   2.3549601e-05   2.2005390e-05   2.7895928e-05   1.4448794e-05   6.2726950e-05   2.5413870e-05   2.7684727e-05   5.4603934e-05   2.6439773e-05   0.0000000e+00   1.1651669e-05   3.5870743e-05   4.8011491e-05   1.0829224e-05   1.8041125e-04   2.1751762e-05   2.3121194e-05   1.2614664e-05   1.4033477e-05   2.5636164e-05
